1,2,0.000000
1,3,6668.481501
1,4,0.000000
1,5,193.316579
1,6,3430.146482
1,7,0.000002
1,8,0.000001
2,1,0.000099
2,3,0.000000
2,4,6180.081299
2,5,0.000000
2,6,0.000000
2,7,0.000000
2,8,0.000000
3,1,6075.425897
3,2,1215.940712
3,4,0.704274
3,5,8593.510043
3,6,8171.489477
3,7,4976.757167
3,8,0.000002
4,1,1613.237966
4,2,4782.578254
4,3,671.348849
4,5,1389.688758
4,6,939.699137
4,7,0.000001
4,8,1986.985950
5,1,0.260634
5,2,0.305787
5,3,1809.572591
5,4,7548.036289
5,6,5793.702733
5,7,0.000001
5,8,0.000001
6,1,0.000000
6,2,0.000000
6,3,0.000000
6,4,0.813634
6,5,5341.124847
6,7,8087.946399
6,8,1043.210855
7,1,0.000001
7,2,0.000001
7,3,14408.669855
7,4,4.648596
7,5,1608.228027
7,6,2723.916315
7,8,1342.285810
8,1,0.000001
8,2,0.000001
8,3,0.000001
8,4,2476.231350
8,5,1850.560424
8,6,1188.186123
8,7,1964.938610
