1,2,0.000000
1,3,3405.969610
1,4,286.700482
1,5,0.000000
1,6,2348.119000
1,7,192.105682
1,8,238.202413
1,9,0.000000
1,10,0.000000
1,11,0.000000
1,12,240.868536
1,13,301.923896
1,14,352.192137
1,15,0.000000
1,16,378.362291
1,17,170.140015
1,18,0.000000
1,19,0.000000
1,20,0.000000
1,21,0.000000
1,22,0.000000
2,1,0.000000
2,3,0.000000
2,4,405.476478
2,5,0.000000
2,6,0.000000
2,7,0.000000
2,8,356.969959
2,9,0.000000
2,10,0.000000
2,11,0.000000
2,12,0.000000
2,13,0.000000
2,14,0.000000
2,15,0.000000
2,16,0.000000
2,17,0.000000
2,18,0.000000
2,19,0.000000
2,20,0.000000
2,21,0.000000
2,22,0.000000
3,1,0.000000
3,2,0.000000
3,4,0.000000
3,5,0.000000
3,6,0.000000
3,7,0.000000
3,8,0.000000
3,9,0.000000
3,10,0.000000
3,11,0.000000
3,12,0.000000
3,13,0.000000
3,14,0.000000
3,15,0.000000
3,16,0.000000
3,17,0.000000
3,18,0.000000
3,19,0.000000
3,20,0.000000
3,21,0.000000
3,22,0.000000
4,1,244.150578
4,2,0.000000
4,3,0.000000
4,5,0.000000
4,6,242.030243
4,7,205.814917
4,8,0.000000
4,9,0.000000
4,10,0.000000
4,11,0.000000
4,12,139.880132
4,13,296.142528
4,14,398.120740
4,15,0.000000
4,16,380.780884
4,17,158.573409
4,18,0.000000
4,19,0.000000
4,20,0.000000
4,21,0.000000
4,22,0.000000
5,1,0.000000
5,2,0.000000
5,3,0.000000
5,4,0.000000
5,6,0.000003
5,7,0.000000
5,8,493.586992
5,9,231.543289
5,10,0.000000
5,11,0.000000
5,12,64.281788
5,13,0.000000
5,14,0.000000
5,15,0.000000
5,16,0.000000
5,17,0.000000
5,18,0.000000
5,19,0.000000
5,20,0.000000
5,21,0.000000
5,22,0.000000
6,1,0.000000
6,2,0.000000
6,3,1223.016611
6,4,607.829433
6,5,66.940578
6,7,110.285438
6,8,559.124675
6,9,453.401387
6,10,21.396546
6,11,0.000000
6,12,0.000000
6,13,0.000000
6,14,0.000000
6,15,0.000000
6,16,0.000000
6,17,0.000000
6,18,0.000000
6,19,0.000000
6,20,0.000000
6,21,0.000000
6,22,0.000000
7,1,130.252834
7,2,0.000000
7,3,67.154903
7,4,255.899119
7,5,0.000000
7,6,0.000000
7,8,0.000000
7,9,344.044768
7,10,0.000000
7,11,0.000000
7,12,257.744909
7,13,394.692570
7,14,570.281451
7,15,0.000000
7,16,438.070028
7,17,292.172908
7,18,0.000000
7,19,0.000000
7,20,0.000000
7,21,0.000000
7,22,0.000000
8,1,0.000000
8,2,0.000000
8,3,0.000000
8,4,218.004682
8,5,473.171606
8,6,451.845308
8,7,0.000000
8,9,99.348425
8,10,220.961194
8,11,402.922844
8,12,390.012824
8,13,105.204991
8,14,0.000000
8,15,0.000000
8,16,0.000000
8,17,0.000000
8,18,0.000000
8,19,0.000000
8,20,0.000000
8,21,0.000000
8,22,0.000000
9,1,0.000000
9,2,0.000000
9,3,584.019731
9,4,0.000000
9,5,156.340929
9,6,0.000000
9,7,580.841592
9,8,74.129334
9,10,0.000000
9,11,0.000000
9,12,0.000000
9,13,0.000000
9,14,0.000000
9,15,0.000000
9,16,0.000000
9,17,0.000000
9,18,0.000000
9,19,0.000000
9,20,0.000000
9,21,0.000000
9,22,0.000000
10,1,0.000000
10,2,0.000000
10,3,184.073730
10,4,0.000000
10,5,0.000000
10,6,0.000000
10,7,178.078535
10,8,43.931092
10,9,0.000000
10,11,256.852699
10,12,0.000000
10,13,0.000000
10,14,0.000000
10,15,0.000000
10,16,0.000000
10,17,0.000000
10,18,0.000000
10,19,0.000000
10,20,0.000000
10,21,0.000000
10,22,0.000000
11,1,0.000000
11,2,0.000000
11,3,35.860286
11,4,0.000000
11,5,0.000000
11,6,0.000000
11,7,0.000000
11,8,354.665758
11,9,292.166214
11,10,404.587551
11,12,0.000000
11,13,0.000000
11,14,0.000000
11,15,0.000000
11,16,0.000000
11,17,0.000000
11,18,0.000000
11,19,0.000000
11,20,0.000000
11,21,0.000000
11,22,0.000000
12,1,168.818251
12,2,0.000000
12,3,0.000000
12,4,144.157839
12,5,94.113827
12,6,0.000000
12,7,234.867361
12,8,198.708732
12,9,0.000000
12,10,0.000000
12,11,0.000000
12,13,312.627599
12,14,304.446699
12,15,0.000000
12,16,248.178895
12,17,255.445648
12,18,0.000000
12,19,0.000000
12,20,0.000000
12,21,0.000000
12,22,0.000000
13,1,362.675388
13,2,0.000000
13,3,0.000000
13,4,326.654224
13,5,0.000000
13,6,0.000000
13,7,327.566464
13,8,0.000000
13,9,0.000000
13,10,0.000000
13,11,0.000000
13,12,254.020281
13,14,576.402968
13,15,0.000000
13,16,704.388079
13,17,235.834085
13,18,0.000000
13,19,0.000000
13,20,0.000000
13,21,0.000000
13,22,0.000000
14,1,272.607737
14,2,0.000000
14,3,282.093817
14,4,332.491358
14,5,0.000000
14,6,0.000000
14,7,420.634009
14,8,0.000000
14,9,0.000000
14,10,0.000000
14,11,268.356054
14,12,252.239787
14,13,399.187997
14,15,0.000000
14,16,448.358311
14,17,231.332569
14,18,0.000000
14,19,0.000000
14,20,0.000000
14,21,0.000000
14,22,0.000000
15,1,0.000000
15,2,0.000000
15,3,0.000000
15,4,0.000000
15,5,0.000000
15,6,0.000000
15,7,0.000000
15,8,0.000000
15,9,0.000000
15,10,0.000000
15,11,0.000000
15,12,0.000000
15,13,327.635615
15,14,0.000000
15,16,0.000000
15,17,590.367199
15,18,0.000000
15,19,0.000000
15,20,0.000000
15,21,0.000000
15,22,0.000000
16,1,355.740571
16,2,0.000000
16,3,82.330696
16,4,357.560457
16,5,0.000000
16,6,0.000000
16,7,316.525473
16,8,0.000000
16,9,0.000000
16,10,0.000000
16,11,150.584472
16,12,219.471375
16,13,418.721358
16,14,249.394797
16,15,264.437720
16,17,201.312130
16,18,0.000000
16,19,0.000000
16,20,0.000000
16,21,0.000000
16,22,0.000000
17,1,207.224673
17,2,0.000000
17,3,0.000000
17,4,152.469727
17,5,0.000000
17,6,0.000000
17,7,238.552163
17,8,30.888909
17,9,0.000000
17,10,0.000000
17,11,0.000000
17,12,273.950994
17,13,317.617541
17,14,298.967849
17,15,459.791943
17,16,180.156339
17,18,0.000000
17,19,0.000000
17,20,0.000000
17,21,0.000000
17,22,0.000000
18,1,0.000000
18,2,0.000000
18,3,0.000000
18,4,0.000000
18,5,0.000000
18,6,0.000000
18,7,0.000000
18,8,0.000000
18,9,0.000000
18,10,0.000000
18,11,0.000000
18,12,0.000000
18,13,0.000000
18,14,0.000000
18,15,0.000000
18,16,0.000000
18,17,0.000000
18,19,0.000000
18,20,0.000000
18,21,0.000000
18,22,0.000000
19,1,0.000000
19,2,0.000000
19,3,0.000000
19,4,0.000000
19,5,0.000000
19,6,0.000000
19,7,0.000000
19,8,0.000000
19,9,0.000000
19,10,0.000000
19,11,0.000000
19,12,0.000000
19,13,0.000000
19,14,0.000000
19,15,0.000000
19,16,0.000000
19,17,0.000000
19,18,0.000000
19,20,0.000000
19,21,0.000000
19,22,0.000000
20,1,0.000000
20,2,0.000000
20,3,0.000000
20,4,0.000000
20,5,0.000000
20,6,0.000000
20,7,0.000000
20,8,0.000000
20,9,0.000000
20,10,0.000000
20,11,0.000000
20,12,0.000000
20,13,0.000000
20,14,0.000000
20,15,0.000000
20,16,0.000000
20,17,0.000000
20,18,0.000000
20,19,0.000000
20,21,0.000000
20,22,0.000000
21,1,0.000000
21,2,0.000000
21,3,0.000000
21,4,0.000000
21,5,0.000000
21,6,0.000000
21,7,0.000000
21,8,0.000000
21,9,0.000000
21,10,0.000000
21,11,0.000000
21,12,0.000000
21,13,0.000000
21,14,0.000000
21,15,0.000000
21,16,0.000000
21,17,0.000000
21,18,0.000000
21,19,0.000000
21,20,0.000000
21,22,0.000000
22,1,0.000000
22,2,0.000000
22,3,0.000000
22,4,0.000000
22,5,0.000000
22,6,0.000000
22,7,0.000000
22,8,0.000000
22,9,0.000000
22,10,0.000000
22,11,0.000000
22,12,0.000000
22,13,0.000000
22,14,0.000000
22,15,0.000000
22,16,0.000000
22,17,0.000000
22,18,0.000000
22,19,0.000000
22,20,0.000000
22,21,0.000000
