1,2,0.000000
1,3,44.619217
1,4,0.000000
1,5,0.004516
1,6,15.896516
1,7,3499.426806
1,8,0.000000
2,1,0.001710
2,3,52.177849
2,4,1917.897465
2,5,0.005236
2,6,260.052757
2,7,294.138077
2,8,2.670364
3,1,323.029622
3,2,246.133827
3,4,0.004869
3,5,0.004900
3,6,654.032817
3,7,2747.763627
3,8,13.462902
4,1,1205.344223
4,2,870.135481
4,3,74.596923
4,5,2148.484902
4,6,3.758821
4,7,345.073126
4,8,1847.744047
5,1,136.901917
5,2,165.796076
5,3,1856.045668
5,4,5.260673
5,6,3338.623099
5,7,194.494618
5,8,408.330057
6,1,525.907363
6,2,86.274510
6,3,589.280376
6,4,1584.126121
6,5,149.271081
6,7,888.974014
6,8,500.632525
7,1,1773.173672
7,2,1786.700642
7,3,13.520846
7,4,0.000106
7,5,0.000104
7,6,564.108431
7,8,882.557865
8,1,0.347034
8,2,48.606654
8,3,1583.354253
8,4,1589.883478
8,5,0.000104
8,6,0.541851
8,7,0.715088
