1,2,0.000000
1,3,1099.895318
1,4,0.000000
1,5,1103.566564
1,6,962.209920
1,7,5262.301445
1,8,0.000001
2,1,766.070444
2,3,0.000000
2,4,6244.959552
2,5,0.000000
2,6,0.000000
2,7,0.000000
2,8,0.000000
3,1,0.000008
3,2,0.000008
3,4,0.000005
3,5,7359.161951
3,6,9769.533271
3,7,0.000039
3,8,0.017680
4,1,0.000107
4,2,4581.334054
4,3,4609.579968
4,5,0.000147
4,6,0.000147
4,7,0.000100
4,8,1728.058575
5,1,0.000039
5,2,0.000040
5,3,4406.277203
5,4,5514.828529
5,6,4527.324042
5,7,0.000193
5,8,0.000193
6,1,4319.158889
6,2,727.407701
6,3,0.000041
6,4,6662.477138
6,5,0.000010
6,7,8183.580836
6,8,801.444638
7,1,0.000008
7,2,0.000008
7,3,0.000002
7,4,0.000005
7,5,0.000002
7,6,8332.702413
7,8,992.556281
8,1,0.000008
8,2,0.000008
8,3,3185.111000
8,4,1579.155540
8,5,2881.312109
8,6,749.541567
8,7,895.703118
