"Abs","Rel"
7465.06698838572,0.05782951000945643
7437.799238349983,0.057638971930456834
7153.552477208723,0.05561596792600926
6697.766542362323,0.05216143301136426
6922.270218906859,0.053824275143137
6613.1614115998445,0.05173334511100507
6161.855706970154,0.04838922408379856
6401.450406663169,0.050029038309524564
7319.239422955004,0.05686572724655529
7657.701729707513,0.059301713466452785
8055.738422876336,0.06212208366548702
7681.232588630214,0.05938674846655092
6961.781010158598,0.05425847465717691
7350.673174361658,0.057124354166642764
7010.318471276007,0.05438761044219284
7397.578966190088,0.05722926135617079
6841.085319994222,0.053471273046721765
6560.317942412495,0.05123556281824615
6942.082365901695,0.05406789437301555
6634.196836644402,0.05168737144833743
5972.042661577443,0.04670903844160208
6385.74194950013,0.049893006562434034
7911.018303173441,0.06100614266638815
6729.577855848258,0.05240971548744743
7125.337909120843,0.05545498997529749
6665.734342155421,0.05223959623145726
7062.773972548714,0.054911181916692614
7563.87624366873,0.0586861405161834
7724.67583039676,0.059842553869905654
7359.537918281802,0.05721840890451826
7584.127737928082,0.05868370800566018
6363.544642882314,0.04974854041365121
7220.755145652059,0.05627185562577062
6137.35061577408,0.048078159963738785
7289.054435337111,0.05665359148513857
7447.743389963625,0.05765470750117389
7737.029826454622,0.059742780160475926
6810.74908433597,0.05328527586929428
6270.728789252907,0.04919019182495113
7029.068260301773,0.05475958501908397
6863.415457639675,0.05351912738629415
7770.801702715894,0.060056553991085566
7458.094668570261,0.057882623571602794
6968.2912167583845,0.05419842048294998
6818.6968030151575,0.05301545031945047
7159.446922312821,0.055725474062302216
6456.918222829638,0.05055751348520006
6674.929107727301,0.05206664504777779
6579.547042236283,0.05134841687677749
6131.821615241242,0.04802175927629817
6839.420895023965,0.05350485346511283
7500.197354826368,0.058001246075494985
7791.844654242456,0.06019433095126174
7350.56848416329,0.057078801524851314
7952.13184880842,0.061324074394528943
6542.224705180992,0.051111089526467854
6844.497644340001,0.053213594448060876
7465.1566301338435,0.05785486891171968
7783.718921593226,0.060362050591707496
7303.371428980414,0.056766241236014287
6813.793087541713,0.053096333871159335
6954.04611421898,0.054258819908021276
7084.79965794245,0.05521347783715353
7735.280042349244,0.0598769562831177
8046.218837249936,0.06190035625355948
7361.234059012368,0.05724393227511574
7191.194786013309,0.05573586813460955
7205.469306165886,0.05582986251152626
7218.758455870753,0.055931520428029256
7123.46476687751,0.05528249645671723
7442.454620781215,0.057658571539985014
7556.127517397731,0.058586323505184106
6880.477644690854,0.05374312182409639
7074.753877255475,0.05475556147002942
6936.52340991901,0.053913758983380654
6294.986558135844,0.049254771206680655
7564.769946999681,0.058515028961482245
7035.0644726816445,0.054610399277480855
6289.185393925182,0.04928769975036047
7776.692435483833,0.05998640643283679
7073.122997156066,0.055147051730528286
7971.04837273302,0.06171933490342993
6727.035256394319,0.052376428629825986
6992.483816004991,0.054503354715285654
6793.620192123382,0.05290641225858529
7575.384163275597,0.058552230949446726
6067.520418721936,0.04773310673122355
6896.198875400795,0.05358161568063687
6973.273675304208,0.054323590305951124
6835.54818342422,0.05341951586279192
6242.8127419774055,0.0488262948786499
7804.14414771696,0.06017830472659608
7379.433453017668,0.05716359526984836
7009.3437519783565,0.05451918785973016
6935.347193637936,0.05412938573756864
6996.085738931792,0.054503987887334925
6542.5710094765545,0.05107346262525088
6954.860605256913,0.05426374986815215
7645.951686410355,0.059212368917887885
7134.937803761955,0.05565596608547027
7515.698743800375,0.05820628218284395
6637.318252587204,0.0516114713611799
7207.001869075272,0.05578903785329074
7313.028179333258,0.05676861585004539
7084.8780930712155,0.055151826414960144
6482.634794711521,0.05087119521817425
6595.063623400891,0.05148097445727152
7193.110856064588,0.05569404355376077
7972.847422887403,0.06174897148708407
7777.7591407432155,0.060070516198723736
7460.48012184665,0.05777496483458772
7155.268532890753,0.05558160543204707
7169.019125922369,0.05574814270283745
6275.513711489352,0.04916324099875014
7383.9168219546955,0.05733247315562902
7673.365486448762,0.05952081587442876
7308.358102753142,0.056860442670499514
