"Resids","ResidsTrue","ResidsRel"
735773.6275269333,893064.1866251789,0.06798253391330912
785915.7749131098,817792.5705047362,0.07184753061082444
693912.2049038634,810617.8619290702,0.06473959180792832
679990.667524904,742799.2858518045,0.06318435538160137
755755.3717727698,826488.6882259641,0.07039817083142189
706168.5599092245,786839.1940493807,0.0653602042563729
700672.4776633196,789813.9233158007,0.06446797151812667
682819.0855793636,738281.558336094,0.06426500908176085
602559.8870106526,683805.6431587711,0.05623874484767311
743961.6916696336,907255.6235479489,0.06897275688215086
640209.3258108869,815288.0489210468,0.06025583788016908
686137.0330379587,772169.1475494578,0.06424580993082699
775778.0473752506,1.0105594223231524e6,0.07066679837888355
600945.9174559601,714183.3380659353,0.057044689323497696
661993.4992019404,791223.7968162969,0.06171577212049031
629165.2631647643,719504.0128515325,0.059775989934022555
763563.7635475881,891226.7419649716,0.07091987689789898
722448.0964628756,828494.9653598852,0.0673664643940882
755387.277730139,817451.5100338329,0.07028317510495286
721474.245765049,854718.7345678192,0.06676100237050552
677337.9749776386,814786.3772058673,0.06308023647977361
755932.8200721219,857965.9564607758,0.06875197949277338
708280.5501575917,832094.4162314776,0.06599172743969348
655308.6104962919,779872.2192993071,0.0608799847979243
637943.5929796491,652196.6480216775,0.06060230822180983
720791.3783449233,748353.0461573601,0.06765392829688816
691603.6624221485,821614.610494528,0.06430918004920039
759412.9985125605,823644.3969859071,0.07059052183308519
702042.0032781679,764251.7245934345,0.0650950857081724
747510.225375399,824440.7117800228,0.06935254472051712
691428.9864642732,771155.8037652466,0.0646449336427444
661191.8379398789,668170.3188040294,0.061960053304606626
695653.4997346625,830807.7523607444,0.06468256312102452
703553.1515960377,904777.0558573287,0.06496696160880357
778139.9171100631,844612.0769701358,0.07153351706666862
705877.4846955221,800133.5178596247,0.06568499489303488
672298.616534574,765146.4712611679,0.06218977703250117
694036.837352328,804319.9699597098,0.06571195130798119
704093.1328302585,777330.9082910623,0.06505662490182905
726616.5614555776,808963.923347747,0.06815393566566282
735037.3753316812,801293.0933522191,0.06775868348368536
778561.3755843043,897878.0876498036,0.07168220263610985
851357.5263682604,1.0038856006444823e6,0.07759076382685537
743519.9315125961,879980.9888061788,0.06794560289892312
780126.1917387433,860991.3199134059,0.071025030386388
606343.2574625891,649696.5888352301,0.05819368956604238
699365.5005109496,912408.8576693386,0.06381293449468711
712526.2032050453,963145.5854278188,0.06601757709147245
693920.0682817753,809675.1804622039,0.06528028537719105
696463.544947572,759119.0284507107,0.06521068783235161
699002.2071247734,722640.4616106339,0.06495901484573913
681484.2223509792,818921.180607263,0.06339591992163651
741666.6005168576,840081.3652202021,0.0684248148325
636218.5809740182,757072.1788392104,0.059806180945113925
787203.4963937774,855904.2880050428,0.07325678721971438
718401.6826092955,838247.9687027037,0.06656045666699706
664760.361303702,902324.2993260156,0.06135783611492591
730521.5795569662,877342.5150534976,0.06803379112930309
667280.2867376711,688113.5051314589,0.06340313968148643
679576.3407062832,767494.4035082273,0.06308720485220577
718604.1591562796,837526.3809357975,0.06691000704845505
684716.544614369,704180.7416648213,0.06410698907161656
728439.5200451035,866750.7038473114,0.06661955861583707
685906.6038331036,816846.5704079866,0.06370289231527995
695382.1914427411,905781.0580449402,0.06339532622563027
704994.1056850944,848918.0905958582,0.0657391145160951
756785.1105255038,835082.2872381862,0.06972856805908606
836124.8853110019,906280.818403678,0.0763833422363503
722335.3500630241,822130.8181002885,0.06602223121250564
759705.8683337476,946994.1361783035,0.07010218795656607
646502.6261288859,753482.5160951298,0.060551822851905975
629773.2610207275,739697.0042587649,0.059271607574452045
706236.4758958519,788894.932775043,0.06488083005419652
690596.2412678096,745974.9517989699,0.06479249779157417
758342.5177547112,915144.272946503,0.06995195312109478
734610.3310697507,912662.3431308605,0.06803612693179173
683962.868513912,742071.6387589686,0.06465083333527032
629158.1836663969,750803.5946716685,0.05900367339198815
809609.885690311,966955.2416448686,0.073364531911479
760901.5814418644,803013.899740424,0.07060851814673465
694054.5701683145,733534.4220436551,0.06441129672192139
755334.2181836031,925622.6970141046,0.0693325800639364
738530.0570936874,861777.4582901299,0.06902521652545107
651863.9389220607,796636.7546737809,0.06067711160315253
679738.9147782866,861050.5170019865,0.06287650269288059
827560.330797689,1.0264850176536385e6,0.07543006008258889
643330.4436695855,846611.4526620321,0.059804479594509866
673283.1828367934,756436.9960149545,0.06375677139291529
733676.4811320007,817355.9261278231,0.0678073717687855
757837.3190134484,872503.2498802077,0.07011501081254014
679606.5871483348,816959.7233388443,0.06290725496771755
729182.105755955,832893.675456902,0.06790253382054257
705225.5336247571,819317.0730261616,0.06510634418102601
603035.7435308974,752322.7800784782,0.05697174785991949
702561.6006610226,732947.2247806545,0.06570182538990102
590188.2551376261,715024.6922099162,0.055572366256816455
696590.5867026914,716532.329946978,0.0653101381610026
718550.1048463415,733398.9217118174,0.06700300429515288
675494.9467413425,781198.511108743,0.06291152413950625
